epoch,train_loss,train_pde,train_bc,train_current,train_Ip,val_loss,val_pde,val_bc,val_current,val_Ip,lr,epoch_seconds,elapsed_seconds
34,3.182358e-02,1.929226e+02,7.692119e-04,9.678416e-04,2979693.926,3.633203e-02,2.151389e+02,7.940241e-04,1.375580e-03,3094369.398,1.750000e-04,5.00,173.20
35,3.233462e-02,1.922937e+02,7.928315e-04,1.035387e-03,2982413.234,2.971974e-02,1.969489e+02,7.008679e-04,6.032334e-04,3056212.664,1.800000e-04,5.04,178.24
36,3.149701e-02,1.907987e+02,7.180142e-04,1.047399e-03,2981619.281,3.579909e-02,1.957738e+02,7.591408e-04,1.726059e-03,3106603.516,1.850000e-04,4.65,182.89
37,3.486549e-02,1.907460e+02,7.216429e-04,1.714892e-03,2979396.289,4.281937e-02,2.057120e+02,8.040774e-04,2.841479e-03,3149301.664,1.900000e-04,4.82,187.71
38,3.050078e-02,1.861095e+02,6.880681e-04,1.001829e-03,2983017.699,2.716281e-02,1.801185e+02,6.097225e-04,6.107477e-04,2944173.156,1.950000e-04,5.13,192.84
39,2.923043e-02,1.849371e+02,6.750627e-04,7.972191e-04,2983898.838,5.695451e-02,1.639656e+02,5.576947e-04,6.996200e-03,2761540.156,2.000000e-04,5.10,197.94
40,3.196945e-02,1.839162e+02,7.117743e-04,1.292018e-03,2980767.764,2.696143e-02,1.880518e+02,6.344347e-04,3.623808e-04,2974653.695,2.050000e-04,5.70,203.64
41,3.179207e-02,1.870595e+02,6.654216e-04,1.286381e-03,2983023.305,3.586871e-02,1.701636e+02,5.732369e-04,2.623996e-03,2859370.719,2.100000e-04,4.92,208.56
42,3.018922e-02,1.842719e+02,6.875107e-04,9.773842e-04,2980821.920,3.447655e-02,1.967886e+02,6.100308e-04,1.739476e-03,3116539.734,2.150000e-04,5.58,214.14
43,3.069129e-02,1.821576e+02,6.392209e-04,1.216663e-03,2982977.631,2.886437e-02,1.783269e+02,5.388284e-04,1.128680e-03,2933288.930,2.200000e-04,5.37,219.51
44,3.159257e-02,1.826278e+02,6.610728e-04,1.343814e-03,2982070.090,2.650822e-02,1.755705e+02,6.429516e-04,5.043300e-04,2940896.602,2.250000e-04,5.34,224.85
45,2.948105e-02,1.811548e+02,6.189855e-04,1.035143e-03,2981446.131,3.262933e-02,1.927035e+02,5.698832e-04,1.532030e-03,3064966.438,2.300000e-04,5.18,230.03
46,2.918122e-02,1.795825e+02,6.146736e-04,1.015247e-03,2983725.627,2.791505e-02,1.705285e+02,6.692825e-04,8.338755e-04,2931335.109,2.350000e-04,5.14,235.17
47,3.168348e-02,1.823565e+02,6.215889e-04,1.446389e-03,2981883.164,2.696691e-02,1.818606e+02,5.475245e-04,6.611226e-04,2951346.297,2.400000e-04,5.39,240.56
48,3.021394e-02,1.812820e+02,6.093865e-04,1.198376e-03,2983368.109,3.394732e-02,1.606900e+02,6.048314e-04,2.366002e-03,2862281.234,2.450000e-04,4.89,245.45
49,2.916386e-02,1.792534e+02,6.098928e-04,1.027918e-03,2982669.523,5.231634e-02,1.671434e+02,6.196115e-04,5.881176e-03,2783697.258,2.500000e-04,6.22,251.67
50,3.045508e-02,1.805460e+02,6.212255e-04,1.237644e-03,2980950.803,3.082206e-02,1.929193e+02,6.812015e-04,9.436224e-04,3079150.547,2.550000e-04,4.86,256.53
