epoch,train_loss,train_pde,train_bc,train_current,train_Ip,val_loss,val_pde,val_bc,val_current,val_Ip,lr,epoch_seconds,elapsed_seconds
34,2.012679e-01,1.494277e+03,2.004745e-03,6.358533e-03,2885658.193,1.509733e-01,1.191440e+03,2.120115e-03,2.125630e-03,3017701.242,1.750000e-04,8.83,290.33
35,2.179406e-01,1.627186e+03,2.018663e-03,7.007089e-03,2877348.889,4.563885e-01,2.301072e+03,5.606539e-03,3.404319e-02,2463484.180,1.800000e-04,8.57,298.90
36,2.392719e-01,1.734395e+03,2.385874e-03,8.394735e-03,2864407.600,2.317894e-01,1.878689e+03,2.204548e-03,4.375021e-03,3091592.664,1.850000e-04,8.45,307.36
37,1.911629e-01,1.427232e+03,2.087642e-03,5.512654e-03,2892952.537,2.252998e-01,1.357783e+03,2.764629e-03,1.237505e-02,2699582.258,1.900000e-04,8.43,315.79
38,1.907955e-01,1.387637e+03,2.099181e-03,6.208016e-03,2892111.322,2.593208e-01,1.915604e+03,4.141633e-03,5.268820e-03,2839371.305,1.950000e-04,8.53,324.32
39,2.213832e-01,1.681998e+03,2.120127e-03,6.396437e-03,2879299.439,3.228891e-01,2.363106e+03,3.528899e-03,1.025791e-02,2716825.070,2.000000e-04,8.56,332.88
40,1.959455e-01,1.487789e+03,1.817012e-03,5.799281e-03,2886892.697,1.545884e-01,1.206770e+03,1.512305e-03,3.757661e-03,2863295.867,2.050000e-04,8.84,341.72
41,1.864990e-01,1.349536e+03,2.270355e-03,5.768368e-03,2894371.836,2.003619e-01,1.750336e+03,1.701027e-03,1.663603e-03,3035036.242,2.100000e-04,8.56,350.29
42,1.754113e-01,1.287093e+03,1.865711e-03,5.608982e-03,2897942.012,1.446847e-01,1.173887e+03,1.809232e-03,1.840738e-03,2977540.008,2.150000e-04,9.36,359.66
43,1.773751e-01,1.239438e+03,2.236097e-03,6.214081e-03,2896816.994,1.730134e-01,1.345536e+03,2.264614e-03,3.162721e-03,2969587.914,2.200000e-04,9.09,368.76
44,1.644147e-01,1.133418e+03,2.098031e-03,6.018508e-03,2905437.670,2.101340e-01,1.449065e+03,1.587827e-03,9.869838e-03,2734848.391,2.250000e-04,8.50,377.26
45,1.468198e-01,1.070849e+03,1.895354e-03,4.156276e-03,2912513.143,1.617201e-01,1.027622e+03,2.603653e-03,6.584274e-03,2786623.352,2.300000e-04,8.58,385.84
46,2.114984e-01,1.533205e+03,3.067911e-03,5.499765e-03,2885488.396,1.206818e-01,9.571008e+02,1.652655e-03,1.689032e-03,3062071.914,2.350000e-04,8.79,394.63
47,1.357365e-01,9.644925e+02,1.890280e-03,4.076898e-03,2917307.162,1.050450e-01,7.723988e+02,1.649975e-03,2.261079e-03,2970093.938,2.400000e-04,8.53,403.16
48,1.459197e-01,1.033266e+03,2.134641e-03,4.249325e-03,2917342.781,1.210154e-01,7.461436e+02,1.568139e-03,6.143923e-03,2801680.508,2.450000e-04,8.85,412.01
49,1.529868e-01,1.090676e+03,2.077830e-03,4.628174e-03,2913826.475,3.448039e-01,1.844209e+03,8.638564e-03,1.479948e-02,2708776.555,2.500000e-04,8.58,420.60
50,1.492164e-01,1.015208e+03,2.198452e-03,5.142227e-03,2911240.588,1.123256e-01,8.873949e+02,1.609032e-03,1.499149e-03,2981359.789,2.550000e-04,9.22,429.81
51,1.378423e-01,9.305868e+02,2.616779e-03,3.723167e-03,2918940.793,1.015916e-01,7.015996e+02,1.718913e-03,2.848506e-03,3076801.656,2.600000e-04,9.39,439.21
52,1.211066e-01,7.957041e+02,2.249898e-03,3.807452e-03,2929899.443,9.528600e-02,7.166381e+02,1.564482e-03,1.595473e-03,2950833.406,2.650000e-04,8.79,448.01
53,1.181641e-01,7.663983e+02,2.203186e-03,3.898478e-03,2932026.850,1.012334e-01,8.127100e+02,1.421360e-03,1.149769e-03,2955641.812,2.700000e-04,8.27,456.28
54,1.042438e-01,6.148117e+02,2.304425e-03,3.943672e-03,2937303.453,1.384483e-01,8.171145e+02,4.690457e-03,1.966451e-03,2939853.789,2.750000e-04,8.30,464.58
55,1.072438e-01,6.666510e+02,2.241171e-03,3.633394e-03,2938708.422,9.539585e-02,5.572885e+02,1.863117e-03,4.207166e-03,3171826.969,2.800000e-04,8.31,472.91
56,1.152964e-01,7.095798e+02,2.490046e-03,3.887598e-03,2933546.086,8.462930e-02,6.019873e+02,1.353542e-03,2.179029e-03,2965450.734,2.850000e-04,8.50,481.41
57,9.227202e-02,5.563434e+02,2.156000e-03,3.015534e-03,2943006.287,7.062149e-02,4.748062e+02,1.934938e-03,7.582974e-04,2986030.703,2.900000e-04,9.38,490.79
58,9.498078e-02,5.436568e+02,2.245262e-03,3.632496e-03,2944493.973,6.577967e-02,3.348323e+02,1.981753e-03,2.495783e-03,3100482.367,2.950000e-04,7.93,498.74
59,8.800278e-02,4.956386e+02,2.170410e-03,3.346964e-03,2948967.385,7.760480e-02,4.693459e+02,2.120450e-03,1.893143e-03,2915161.383,3.000000e-04,8.29,507.03
60,7.774876e-02,3.964593e+02,2.316070e-03,2.988426e-03,2952149.227,1.046378e-01,6.426209e+02,1.702686e-03,4.669768e-03,3077927.258,3.050000e-04,8.37,515.40
61,7.767961e-02,4.249417e+02,2.051200e-03,2.934690e-03,2955942.846,5.364438e-02,3.498602e+02,9.669405e-04,1.797790e-03,2903548.320,3.100000e-04,8.92,524.32
62,8.268082e-02,4.571867e+02,2.364307e-03,2.663815e-03,2951015.434,6.853355e-02,3.238891e+02,3.031622e-03,1.165684e-03,2942368.414,3.150000e-04,8.72,533.04
63,7.755473e-02,3.764820e+02,2.601803e-03,2.777702e-03,2956909.648,6.250150e-02,2.649154e+02,1.428809e-03,4.344373e-03,2822197.188,3.200000e-04,8.50,541.54
64,6.744906e-02,3.136385e+02,2.227346e-03,2.762350e-03,2960152.766,4.361984e-02,2.613060e+02,1.242939e-03,1.011971e-03,2943349.594,3.250000e-04,8.62,550.16
